      3000.00      0.937892       393204. 
      3001.00      0.901283       378220. 
      3002.00      0.873513       367051. 
      3003.00      0.867950       365257. 
      3004.00      0.904428       381172. 
      3005.00      0.938555       396099. 
      3006.00      0.934435       394900. 
      3007.00      0.909578       384939. 
      3008.00      0.900171       381520. 
      3009.00      0.917540       389445. 
      3010.00      0.935733       397722. 
      3011.00      0.938041       399257. 
      3012.00      0.929235       396069. 
      3013.00      0.934213       398767. 
      3014.00      0.948205       405306. 
      3015.00      0.948148       405843. 
      3016.00      0.936128       401256. 
      3017.00      0.918905       394425. 
      3018.00      0.900375       387013. 
      3019.00      0.878967       378333. 
      3020.00      0.845913       364612. 
      3021.00      0.840575       362855. 
      3022.00      0.888121       383929. 
      3023.00      0.922959       399513. 
      3024.00      0.921556       399437. 
      3025.00      0.907665       393952. 
      3026.00      0.902807       392392. 
      3027.00      0.922650       401573. 
      3028.00      0.943463       411179. 
      3029.00      0.945471       412601. 
      3030.00      0.936895       409409. 
      3031.00      0.931976       407813. 
      3032.00      0.938402       411186. 
      3033.00      0.952593       417965. 
      3034.00      0.962201       422744. 
      3035.00      0.965632       424814. 
      3036.00      0.951739       419247. 
      3037.00      0.921827       406612. 
      3038.00      0.917108       405097. 
      3039.00      0.939086       415358. 
      3040.00      0.941893       417135. 
      3041.00      0.926673       410937. 
      3042.00      0.922720       409741. 
      3043.00      0.938144       417148. 
      3044.00      0.952197       423948. 
      3045.00      0.956241       426304. 
      3046.00      0.951635       424801. 
      3047.00      0.935436       418117. 
      3048.00      0.931728       417022. 
      3049.00      0.944388       423240. 
      3050.00      0.942388       422885. 
      3051.00      0.938062       421501. 
      3052.00      0.947028       426086. 
      3053.00      0.942005       424362. 
      3054.00      0.922817       416258. 
      3055.00      0.916830       414103. 
      3056.00      0.910496       411762. 
      3057.00      0.884430       400484. 
      3058.00      0.872143       395451. 
      3059.00      0.890169       404160. 
      3060.00      0.921789       419056. 
      3061.00      0.948523       431752. 
      3062.00      0.956910       436117. 
      3063.00      0.949274       433179. 
      3064.00      0.931201       425471. 
      3065.00      0.908495       415619. 
      3066.00      0.880242       403209. 
      3067.00      0.877853       402654. 
      3068.00      0.910329       418090. 
      3069.00      0.941317       432858. 
      3070.00      0.951340       438004. 
