wl,flux,bflux
3000.0,0.756499,64103.993657657
3001.0,0.661022,56230.942859677045
3002.0,0.63898,54492.184044583344
3003.0,0.66433,56733.40656645293
3004.0,0.727229,62148.61491005716
3005.0,0.761202,65141.69268229884
3006.0,0.733533,62929.1948979059
3007.0,0.693956,59697.70891255729
3008.0,0.683884,58960.130033626774
3009.0,0.730226,63022.33555956686
3010.0,0.763202,65960.040870766
3011.0,0.762937,66067.6750759131
3012.0,0.7471409999999999,64845.20427334886
3013.0,0.75512,65657.75311996821
3014.0,0.800424,69682.43417071029
3015.0,0.809207,70576.22508483028
3016.0,0.7904329999999999,69094.37660345146
3017.0,0.77303,67724.88270972024
3018.0,0.724025,63610.97488179992
3019.0,0.645641,56929.561827285004
3020.0,0.531557,47115.699904764086
3021.0,0.466552,41541.35949776417
3022.0,0.528768,47056.57757651302
3023.0,0.613446,54558.78936016579
3024.0,0.658841,58645.58313762591
3025.0,0.666071,59395.07995104292
3026.0,0.6594800000000001,58930.580310827216
3027.0,0.672445,60188.69368581256
3028.0,0.709266,63559.452815843164
3029.0,0.7633810000000001,68474.15472071654
3030.0,0.796724,71564.87704190293
3031.0,0.80124,72104.98440865414
3032.0,0.795905,71769.50800331695
3033.0,0.788111,71212.9231747161
3034.0,0.790517,71565.66060622044
3035.0,0.804768,72980.34455767545
3036.0,0.7759119999999999,70531.46401617404
3037.0,0.71253,64968.24104576285
3038.0,0.72028,65791.54605159262
3039.0,0.780667,71368.89519230273
3040.0,0.788791,72240.7781283418
3041.0,0.771412,70804.75702942765
3042.0,0.794313,73019.65464896186
3043.0,0.837981,77131.60211528615
3044.0,0.8601260000000001,79297.43514059507
3045.0,0.8578,79236.74454654816
3046.0,0.825318,76416.65499405989
3047.0,0.748033,69478.86617603108
3048.0,0.702499,65429.93950100559
3049.0,0.7240800000000001,67540.22833392676
3050.0,0.721173,67400.85037577352
3051.0,0.714403,66903.80114875046
3052.0,0.740154,69413.75376794052
3053.0,0.71882,67567.70361252852
3054.0,0.648019,61119.573416323576
3055.0,0.6157159999999999,58229.273666385794
3056.0,0.621818,58908.44629419212
3057.0,0.6287,59662.738265027336
3058.0,0.631578,60044.834438525366
3059.0,0.647497,61650.85706757591
3060.0,0.6978770000000001,66499.98264523479
3061.0,0.749598,71493.27037406244
3062.0,0.773158,73849.50610681128
3063.0,0.775659,74224.68906047253
3064.0,0.7691359999999999,73746.75156660394
3065.0,0.768154,73792.07816752454
3066.0,0.749386,72147.38165632177
3067.0,0.739657,71356.5145440984
3068.0,0.762063,73626.82059268634
3069.0,0.795248,76935.0925907209
3070.0,0.8281069999999999,80224.13701473436
3071.0,0.829886,80544.50744481709
3072.0,0.8127310000000001,79046.5088872464
3073.0,0.811027,79029.77757999444
3074.0,0.802283,78333.65961192104
3075.0,0.7751680000000001,75859.61266225799
3076.0,0.757645,74304.42504625511
3077.0,0.7473350000000001,73442.55044833617
3078.0,0.7486970000000001,73711.08537543281
3079.0,0.766545,75584.89819116546
3080.0,0.767161,75784.88878868899
3081.0,0.754938,74730.91841425939
3082.0,0.758601,75227.51983256453
3083.0,0.767191,76208.69556006585
3084.0,0.766945,76325.07861276748
3085.0,0.760983,75878.94049804215
3086.0,0.710913,71081.73816675595
3087.0,0.627798,63002.28713071122
3088.0,0.6002770000000001,60394.5015584042
3089.0,0.618667,62328.62625975812
3090.0,0.6308229999999999,63650.340507593624
3091.0,0.6161409999999999,62305.988477375344
3092.0,0.594723,60284.88000897014
3093.0,0.6082529999999999,61746.404251926295
3094.0,0.651193,66155.57863508232
3095.0,0.683821,69546.8898011078
3096.0,0.669455,68231.08536615346
3097.0,0.648514,66248.67012654201
3098.0,0.6610550000000001,67633.22607453178
3099.0,0.666215,68277.2288347722
3100.0,0.6411140000000001,65862.23790978664
3101.0,0.6378699999999999,65653.05652435841
3102.0,0.6604949999999999,68069.02336682375
3103.0,0.699156,72124.35150652408
3104.0,0.740251,76442.01990350771
3105.0,0.7691,79524.9631245315
3106.0,0.777045,80481.08203481365
3107.0,0.765667,79460.77535293643
3108.0,0.768455,79890.19988599351
3109.0,0.7743359999999999,80638.77624867139
3110.0,0.783998,81779.08456684169
3111.0,0.779397,81451.41591686572
3112.0,0.766934,80309.49571254016
3113.0,0.760487,79786.05038051131
3114.0,0.7369140000000001,77483.70999465448
3115.0,0.750448,79029.05003970429
3116.0,0.766939,80887.39920628513
3117.0,0.74017,78240.1419507928
3118.0,0.710537,75283.79290835824
3119.0,0.610978,64997.39712682741
3120.0,0.5119199999999999,54726.480289251755
3121.0,0.540619,57838.61435399048
3122.0,0.618635,66151.18590167024
3123.0,0.673905,72095.22956973575
3124.0,0.692755,74213.96774762438
3125.0,0.695083,74591.98965712803
3126.0,0.704716,75745.17591053172
3127.0,0.680528,73311.41114660069
3128.0,0.6584180000000001,71089.67370349394
3129.0,0.682431,73773.82019211024
3130.0,0.683728,74042.60117572045
3131.0,0.681697,73956.15065401293
3132.0,0.689921,74967.44032045384
3133.0,0.6667350000000001,72611.73924778875
3134.0,0.6582060000000001,71822.81218050276
3135.0,0.683653,74689.13487648834
3136.0,0.687671,75253.76783244834
3137.0,0.697218,76417.45945177699
3138.0,0.725176,79577.74269964214
3139.0,0.742229,81566.28216993596
3140.0,0.770454,84774.94205662294
3141.0,0.780302,85994.79466853583
3142.0,0.723105,79910.42740107466
3143.0,0.525159,58435.61140722623
3144.0,0.323054,36430.589447263854
3145.0,0.346454,39058.100764968905
3146.0,0.49971099999999996,55948.31607816485
3147.0,0.602962,67398.658230343
3148.0,0.632602,70780.52161171085
3149.0,0.661629,74106.17797691793
3150.0,0.716832,80336.25946270041
3151.0,0.757893,85021.77577406866
3152.0,0.746276,83880.49437892242
3153.0,0.735753,82856.42241394092
3154.0,0.744422,83964.42610551024
3155.0,0.64307,72809.79884965807
3156.0,0.422512,48303.2868352624
3157.0,0.228796,26714.884641476376
3158.0,0.17734,20994.416716641772
3159.0,0.235141,27519.187176429798
3160.0,0.31295100000000003,36316.329191083176
3161.0,0.38464,44454.05531625943
3162.0,0.46141800000000005,53193.76477478033
3163.0,0.494832,57061.74387883832
3164.0,0.466732,53977.82468058176
3165.0,0.46663999999999994,54059.71896404715
3166.0,0.479267,55586.68315598822
3167.0,0.47776599999999997,55510.765186280114
