wl,flux,bflux
3000.0,0.811009,93500.9047980748
3001.0,0.730191,84342.26918377276
3002.0,0.684401,79202.21373284428
3003.0,0.67719,78515.30378042095
3004.0,0.732997,85145.61479018841
3005.0,0.782834,91105.64639937032
3006.0,0.769932,89772.37753455857
3007.0,0.733125,85641.12177798
3008.0,0.72777,85174.90282510691
3009.0,0.764085,89592.48258738597
3010.0,0.8001020000000001,93991.13044911977
3011.0,0.805593,94813.03359010533
3012.0,0.781536,92153.40992090938
3013.0,0.770695,91044.6122071611
3014.0,0.779255,92227.3685430059
3015.0,0.77447,91831.68540262642
3016.0,0.760947,90396.02345188352
3017.0,0.743324,88466.58444814525
3018.0,0.719152,85748.63449769752
3019.0,0.679991,81229.60259631806
3020.0,0.6199859999999999,74198.80644050124
3021.0,0.6104430000000001,73191.93976577869
3022.0,0.6912189999999999,83030.21068888067
3023.0,0.75673,91067.41083112721
3024.0,0.757042,91273.10175108458
3025.0,0.728648,88011.74727684718
3026.0,0.723813,87588.7865560715
3027.0,0.761937,92371.8611936055
3028.0,0.79311,96327.83336788313
3029.0,0.7874180000000001,95812.17014974887
3030.0,0.762798,92986.75544066807
3031.0,0.754336,92123.79733951588
3032.0,0.773629,94653.00913137117
3033.0,0.801793,98278.35344515399
3034.0,0.823492,101122.58522413833
3035.0,0.8429610000000001,103702.36752357692
3036.0,0.8230299999999999,101435.15734922154
3037.0,0.766559,94647.53852647761
3038.0,0.756112,93527.64674590969
3039.0,0.7905449999999999,97964.75513407188
3040.0,0.788813,97927.78935718005
3041.0,0.754778,93872.63341326294
3042.0,0.747,93073.81047149573
3043.0,0.775462,96795.19210173543
3044.0,0.7989649999999999,99909.46685751686
3045.0,0.815016,102100.97582729129
3046.0,0.8194629999999999,102843.59030289143
3047.0,0.789666,99282.95465711039
3048.0,0.772899,97350.15004480052
3049.0,0.792529,100002.51483132677
3050.0,0.799715,101090.91648627566
3051.0,0.802178,101584.63551426522
3052.0,0.810743,102853.74998914555
3053.0,0.7787689999999999,98974.76469310264
3054.0,0.733953,93446.32560408754
3055.0,0.731486,93299.09099906564
3056.0,0.731646,93486.53645888918
3057.0,0.697449,89276.35624798069
3058.0,0.67848,87003.40392490073
3059.0,0.699146,89813.48036351298
3060.0,0.743797,95719.80116789935
3061.0,0.7874869999999999,101522.83527508308
3062.0,0.796955,102926.30630527018
3063.0,0.762894,98702.5322103328
3064.0,0.710745,92118.886792431
3065.0,0.681791,88523.0095781692
3066.0,0.648089,84296.36782412446
3067.0,0.629698,82049.34126253967
3068.0,0.664046,86677.98184828724
3069.0,0.723788,94643.1343873223
3070.0,0.7616069999999999,99764.27335747881
3071.0,0.75203,98683.58846280066
3072.0,0.727007,95568.17280679278
3073.0,0.7436510000000001,97928.26300587815
3074.0,0.766501,101114.88184849115
3075.0,0.748167,98869.79717377234
3076.0,0.751092,99430.64287846981
3077.0,0.765204,101476.53619043181
3078.0,0.7488779999999999,99485.55874094019
3079.0,0.7481800000000001,99566.88282624142
3080.0,0.760867,101432.39670310338
3081.0,0.75857,101302.92923805316
3082.0,0.758455,101464.43459721493
3083.0,0.768069,102929.82126768901
3084.0,0.784305,105288.80753847097
3085.0,0.788864,106085.22066065649
3086.0,0.736653,99236.28878365694
3087.0,0.645988,87173.82290243158
3088.0,0.606475,81983.77604671399
3089.0,0.6209439999999999,84085.30557722443
3090.0,0.635357,86186.14070212893
3091.0,0.633468,86078.66551309222
3092.0,0.611841,83283.68575490889
3093.0,0.60112,81965.7359534004
3094.0,0.634353,86646.54614960321
3095.0,0.6726270000000001,92032.86379923075
3096.0,0.669976,91828.091362766
3097.0,0.651888,89502.7257486417
3098.0,0.644888,88693.91502736902
3099.0,0.6181399999999999,85161.22983896891
3100.0,0.586287,80911.48675214624
3101.0,0.5942529999999999,82151.48794212013
3102.0,0.6275270000000001,86900.02396015811
3103.0,0.678484,94117.37683045527
3104.0,0.7082470000000001,98414.01896437025
3105.0,0.694066,96608.27139786318
3106.0,0.685844,95626.77280756291
3107.0,0.720747,100664.63252563748
3108.0,0.7742020000000001,108314.74219519713
3109.0,0.777573,108971.50920519125
3110.0,0.743564,104382.56429936802
3111.0,0.7251529999999999,101970.92736612243
3112.0,0.736749,103777.37768864128
3113.0,0.752278,106144.43216326874
3114.0,0.739312,104491.66158060664
3115.0,0.754637,106838.13594376421
3116.0,0.758409,107553.69069160699
3117.0,0.694534,98661.63060823797
3118.0,0.641424,91270.87807919347
3119.0,0.600853,85642.00163630661
3120.0,0.573078,81820.69650846659
3121.0,0.5806060000000001,83034.98744108847
3122.0,0.6115550000000001,87608.16921290573
3123.0,0.668845,95976.15724038528
3124.0,0.692351,99515.85907076747
3125.0,0.663589,95541.61159967525
3126.0,0.656898,94736.65540648403
3127.0,0.660709,95445.70031553684
3128.0,0.647139,93641.65292751227
3129.0,0.649112,94084.00615560239
3130.0,0.641342,93112.89444595184
3131.0,0.6441979999999999,93683.43691262367
3132.0,0.6618729999999999,96414.13795856849
3133.0,0.65303,95284.2505942152
3134.0,0.6627970000000001,96870.10577343577
3135.0,0.697379,102093.63684293845
3136.0,0.698535,102432.5229806415
3137.0,0.704661,103502.09583736988
3138.0,0.7312649999999999,107587.60173944868
3139.0,0.74344,109559.7962616442
3140.0,0.765591,113010.6275607938
3141.0,0.7747729999999999,114554.84013442243
3142.0,0.71441,105804.055284376
3143.0,0.5258149999999999,78001.49157154944
3144.0,0.341156,50691.76620477285
3145.0,0.358987,53428.98581454004
3146.0,0.48908199999999996,72910.99323413802
3147.0,0.570155,85136.6830786551
3148.0,0.616711,92239.56918049975
3149.0,0.681203,102052.40272345423
3150.0,0.733414,110054.12346745346
3151.0,0.74753,112355.8064587504
3152.0,0.721691,108649.38861866643
3153.0,0.712012,107367.22911369299
