wl,flux,bflux
3000.0,0.692597,37833.88151075619
3001.0,0.593862,32586.755615130816
3002.0,0.55388,30494.25784331296
3003.0,0.559264,30851.209353298796
3004.0,0.623222,34390.67545119624
3005.0,0.669691,36993.175322886294
3006.0,0.644886,35719.08477838714
3007.0,0.601234,33409.17796800757
3008.0,0.599388,33379.12896803329
3009.0,0.648818,36163.33881825322
3010.0,0.683424,38143.71976499849
3011.0,0.685574,38343.14862651698
3012.0,0.664416,37255.61237320965
3013.0,0.6567930000000001,36912.49762901779
3014.0,0.67952,38251.36857006312
3015.0,0.681194,38425.27041970496
3016.0,0.6662359999999999,37673.09285188258
3017.0,0.647798,36723.216048657574
3018.0,0.6050300000000001,34407.94889800833
3019.0,0.54719,31237.71648178819
3020.0,0.474737,27232.955368395735
3021.0,0.440889,25384.58337415473
3022.0,0.489293,28168.70177029749
3023.0,0.544007,31321.079448403605
3024.0,0.5686859999999999,32784.88916711013
3025.0,0.56963,32907.13220409834
3026.0,0.5727720000000001,33154.72707475284
3027.0,0.6010989999999999,34838.95463713614
3028.0,0.6358729999999999,36898.32048087739
3029.0,0.657898,38236.19815924993
3030.0,0.658995,38378.826426442145
3031.0,0.657047,38346.76029123022
3032.0,0.6671,39005.66170703632
3033.0,0.686689,40217.54449818626
3034.0,0.708921,41587.105900731716
3035.0,0.732757,43055.07833061841
3036.0,0.7119489999999999,41935.654210216926
3037.0,0.650596,38451.32311269506
3038.0,0.644397,38169.30632171186
3039.0,0.68838,40818.92416312291
3040.0,0.686833,40812.61644865198
3041.0,0.650763,38779.89139505333
3042.0,0.656554,39200.403000209815
3043.0,0.704237,42091.17365490377
3044.0,0.731617,43794.64846761251
3045.0,0.7414270000000001,44465.176495816435
3046.0,0.738837,44402.922579389706
3047.0,0.691239,41665.87831628074
3048.0,0.6527229999999999,39458.0776191298
3049.0,0.660489,40002.22239920272
3050.0,0.656445,39842.313088671195
3051.0,0.65681,39945.63101122891
3052.0,0.6780930000000001,41304.7938591086
3053.0,0.6485850000000001,39614.162457344515
3054.0,0.584417,35827.32441816568
3055.0,0.568077,34913.432220343486
3056.0,0.577676,35565.400071475764
3057.0,0.568924,35106.9722878414
3058.0,0.56353,34850.51753812227
3059.0,0.579094,35868.90783065322
3060.0,0.6173569999999999,38276.124280901946
3061.0,0.6603020000000001,40979.11460337112
3062.0,0.684897,42568.7143958018
3063.0,0.684241,42614.51924128291
3064.0,0.660729,41254.45483856091
3065.0,0.645319,40387.98241846128
3066.0,0.619954,38902.99745265647
3067.0,0.611795,38476.49286029312
3068.0,0.648158,40808.595183238205
3069.0,0.7014640000000001,44202.50038241933
3070.0,0.744391,46963.67061874057
3071.0,0.733672,46389.29743694526
3072.0,0.695789,44114.492110665036
3073.0,0.699434,44431.158120374464
3074.0,0.710451,45211.459308503785
3075.0,0.688243,43905.438026226955
3076.0,0.680707,43518.35139661578
3077.0,0.6820149999999999,43687.79706578213
3078.0,0.675142,43340.15875326277
3079.0,0.68757,44214.241519455405
3080.0,0.697897,44958.12015026667
3081.0,0.695886,44919.56463099658
3082.0,0.703522,45495.710060848025
3083.0,0.711519,46096.94806449414
3084.0,0.717979,46601.917568760415
3085.0,0.727003,47273.084515982715
3086.0,0.689802,44975.792827527584
3087.0,0.604186,39551.38903900809
3088.0,0.562868,36963.55958339107
3089.0,0.57962,38119.574386711996
3090.0,0.602381,39669.19389587051
3091.0,0.597403,39424.2691038123
3092.0,0.570948,37781.41758489092
3093.0,0.570298,37813.38464270378
3094.0,0.612409,40637.132469069795
3095.0,0.654941,43499.29690865945
3096.0,0.65015,43270.59931017015
3097.0,0.62664,41811.38810445688
3098.0,0.616849,41248.97943237596
3099.0,0.5920949999999999,39697.58826768884
3100.0,0.559022,37590.336930010446
3101.0,0.569883,38382.63827903809
3102.0,0.604562,40757.41794904721
3103.0,0.647604,43696.95238469587
3104.0,0.678066,45810.15620049408
3105.0,0.6842239999999999,46310.07674116881
3106.0,0.687303,46605.89418332425
3107.0,0.6983159999999999,47433.921376355895
3108.0,0.7257140000000001,49364.290205261306
3109.0,0.733626,49991.892215184496
3110.0,0.723594,49412.99152992465
3111.0,0.710021,48592.6006520053
3112.0,0.709388,48643.7455418487
3113.0,0.711075,48851.998332069685
3114.0,0.687756,47363.39102975851
3115.0,0.7074550000000001,48794.45010689536
3116.0,0.721978,49878.06326896299
3117.0,0.674326,46720.73070301433
3118.0,0.635249,44137.54762244203
3119.0,0.5752189999999999,40108.164899976415
3120.0,0.5205529999999999,36431.40383216416
3121.0,0.531357,37244.56359507457
3122.0,0.575479,40357.26262034694
3123.0,0.632177,44350.20340702432
3124.0,0.6515270000000001,45773.92775655612
3125.0,0.629379,44325.94021688542
3126.0,0.627975,44313.03330837348
3127.0,0.622236,43998.16039442214
3128.0,0.6095619999999999,43198.314103862795
3129.0,0.621951,44146.004962376144
3130.0,0.6069869999999999,43182.64538501364
3131.0,0.5980409999999999,42637.38630560653
3132.0,0.609916,43552.62009071518
3133.0,0.5933729999999999,42470.78596400212
3134.0,0.597684,42855.29271894939
3135.0,0.635024,45574.72229661544
3136.0,0.642774,46209.55147391916
3137.0,0.654734,47145.12612744159
3138.0,0.68653,49493.48064278658
3139.0,0.7058770000000001,50964.186748347995
3140.0,0.734797,53122.974553839354
3141.0,0.746214,54038.86463400956
3142.0,0.684158,49697.68191125981
3143.0,0.477628,34976.95443419
3144.0,0.27284200000000003,20326.007160792975
3145.0,0.295528,21997.49729114881
3146.0,0.445797,32878.126508869595
3147.0,0.544078,40042.30915535335
3148.0,0.583852,42997.01474518774
3149.0,0.6334850000000001,46677.72124509131
