      3000.00      0.810863       28630.7 
      3001.00      0.765871       27099.4 
      3002.00      0.736333       26130.5 
      3003.00      0.732358       26075.5 
      3004.00      0.771546       27560.7 
      3005.00      0.803282       28779.4 
      3006.00      0.793817       28525.8 
      3007.00      0.770392       27771.2 
      3008.00      0.766547       27723.4 
      3009.00      0.790481       28680.1 
      3010.00      0.809210       29449.1 
      3011.00      0.809101       29534.7 
      3012.00      0.796731       29173.6 
      3013.00      0.799154       29356.7 
      3014.00      0.818013       30142.7 
      3015.00      0.819927       30304.0 
      3016.00      0.806747       29908.7 
      3017.00      0.791080       29418.2 
      3018.00      0.771120       28764.0 
      3019.00      0.745498       27892.8 
      3020.00      0.707938       26568.4 
      3021.00      0.695302       26181.4 
      3022.00      0.733122       27693.8 
      3023.00      0.766249       29029.5 
      3024.00      0.773420       29386.8 
      3025.00      0.767587       29251.3 
      3026.00      0.765126       29246.1 
      3027.00      0.780769       29934.3 
      3028.00      0.799371       30737.4 
      3029.00      0.807388       31135.8 
      3030.00      0.805597       31157.8 
      3031.00      0.804175       31194.9 
      3032.00      0.810578       31537.0 
      3033.00      0.822815       32107.1 
      3034.00      0.833091       32603.2 
      3035.00      0.840953       33006.0 
      3036.00      0.827786       32580.5 
      3037.00      0.796298       31433.0 
      3038.00      0.794067       31442.1 
      3039.00      0.818450       32501.6 
      3040.00      0.818724       32602.6 
      3041.00      0.801298       32001.4 
      3042.00      0.801051       32087.4 
      3043.00      0.820075       32945.1 
      3044.00      0.833566       33582.0 
      3045.00      0.837732       33846.4 
      3046.00      0.833816       33783.2 
      3047.00      0.813628       33058.8 
      3048.00      0.803806       32756.8 
      3049.00      0.813410       33243.3 
      3050.00      0.808418       33131.2 
      3051.00      0.802478       32984.0 
      3052.00      0.811958       33468.8 
      3053.00      0.800689       33093.9 
      3054.00      0.770467       31935.7 
      3055.00      0.760153       31600.6 
      3056.00      0.758003       31599.1 
      3057.00      0.741685       31005.2 
      3058.00      0.735726       30846.0 
      3059.00      0.753314       31674.9 
      3060.00      0.785184       33108.9 
      3061.00      0.814998       34460.5 
      3062.00      0.824496       34956.8 
      3063.00      0.812829       34555.9 
      3064.00      0.789427       33654.7 
      3065.00      0.768283       32844.4 
      3066.00      0.741948       31807.1 
      3067.00      0.739664       31802.9 
      3068.00      0.770832       33237.2 
      3069.00      0.803776       34752.1 
      3070.00      0.820475       35568.9 
      3071.00      0.808333       35135.7 
      3072.00      0.786070       34263.9 
      3073.00      0.790840       34570.7 
      3074.00      0.802279       35164.5 
      3075.00      0.792305       34821.5 
