wl,flux
3000.000000000000,0.640921
3001.000000000000,0.488259
3002.000000000000,0.447135
3003.000000000000,0.466626
3004.000000000000,0.551200
3005.000000000000,0.611745
3006.000000000000,0.578923
3007.000000000000,0.528708
3008.000000000000,0.528068
3009.000000000000,0.585229
3010.000000000000,0.630051
3011.000000000000,0.637058
3012.000000000000,0.610995
3013.000000000000,0.597845
3014.000000000000,0.621884
3015.000000000000,0.615527
3016.000000000000,0.592563
3017.000000000000,0.563411
3018.000000000000,0.483819
3019.000000000000,0.384764
3020.000000000000,0.288091
3021.000000000000,0.204515
3022.000000000000,0.195908
3023.000000000000,0.272001
3024.000000000000,0.373499
3025.000000000000,0.424034
3026.000000000000,0.434426
3027.000000000000,0.458201
3028.000000000000,0.484324
3029.000000000000,0.487136
3030.000000000000,0.460494
3031.000000000000,0.431478
3032.000000000000,0.425441
3033.000000000000,0.453540
3034.000000000000,0.508972
3035.000000000000,0.559730
3036.000000000000,0.541645
3037.000000000000,0.480498
3038.000000000000,0.480261
3039.000000000000,0.522430
3040.000000000000,0.518845
3041.000000000000,0.491986
3042.000000000000,0.523480
3043.000000000000,0.602791
3044.000000000000,0.657741
3045.000000000000,0.688064
3046.000000000000,0.675918
3047.000000000000,0.546892
3048.000000000000,0.367387
3049.000000000000,0.299742
3050.000000000000,0.360236
3051.000000000000,0.462744
3052.000000000000,0.519507
3053.000000000000,0.471390
3054.000000000000,0.388989
3055.000000000000,0.355811
3056.000000000000,0.337716
3057.000000000000,0.322710
3058.000000000000,0.343521
3059.000000000000,0.381426
3060.000000000000,0.426228
3061.000000000000,0.475866
3062.000000000000,0.505908
3063.000000000000,0.503689
3064.000000000000,0.493473
3065.000000000000,0.495598
3066.000000000000,0.458295
3067.000000000000,0.442204
3068.000000000000,0.509034
3069.000000000000,0.605001
3070.000000000000,0.662507
3071.000000000000,0.632007
3072.000000000000,0.579457
3073.000000000000,0.588118
3074.000000000000,0.601090
3075.000000000000,0.566164
3076.000000000000,0.536679
3077.000000000000,0.480604
3078.000000000000,0.357898
3079.000000000000,0.277122
3080.000000000000,0.326234
3081.000000000000,0.425177
3082.000000000000,0.480391
3083.000000000000,0.491032
3084.000000000000,0.471019
3085.000000000000,0.445002
3086.000000000000,0.419542
3087.000000000000,0.366504
3088.000000000000,0.338566
3089.000000000000,0.355439
3090.000000000000,0.375324
3091.000000000000,0.363241
3092.000000000000,0.326430
3093.000000000000,0.319743
3094.000000000000,0.368510
3095.000000000000,0.435521
3096.000000000000,0.451985
3097.000000000000,0.438881
3098.000000000000,0.457534
3099.000000000000,0.461856
3100.000000000000,0.425072
3101.000000000000,0.424489
3102.000000000000,0.469975
3103.000000000000,0.521213
3104.000000000000,0.557504
3105.000000000000,0.568984
3106.000000000000,0.573001
3107.000000000000,0.584037
3108.000000000000,0.605569
3109.000000000000,0.579652
3110.000000000000,0.487983
3111.000000000000,0.369934
3112.000000000000,0.258027
3113.000000000000,0.192212
3114.000000000000,0.171035
3115.000000000000,0.187321
3116.000000000000,0.228591
3117.000000000000,0.248567
3118.000000000000,0.230490
3119.000000000000,0.169509
3120.000000000000,0.112346
3121.000000000000,0.0957048
3122.000000000000,0.102840
3123.000000000000,0.111281
3124.000000000000,0.107075
3125.000000000000,0.0881026
3126.000000000000,0.0782590
3127.000000000000,0.0875612
3128.000000000000,0.104631
3129.000000000000,0.106205
3130.000000000000,0.0790256
3131.000000000000,0.0598718
3132.000000000000,0.0717544
3133.000000000000,0.0792209
3134.000000000000,0.0634063
3135.000000000000,0.0486248
3136.000000000000,0.0536684
3137.000000000000,0.0742966
3138.000000000000,0.100616
3139.000000000000,0.133680
3140.000000000000,0.149251
3141.000000000000,0.130417
3142.000000000000,0.0955319
3143.000000000000,0.0565511
3144.000000000000,0.0372680
3145.000000000000,0.0557149
3146.000000000000,0.0896201
3147.000000000000,0.0993796
3148.000000000000,0.0897391
3149.000000000000,0.0962080
3150.000000000000,0.119945
3151.000000000000,0.131423
3152.000000000000,0.103850
3153.000000000000,0.0652690
3154.000000000000,0.0550136
3155.000000000000,0.0584363
3156.000000000000,0.0523129
3157.000000000000,0.0423391
3158.000000000000,0.0424892
3159.000000000000,0.0458912
3160.000000000000,0.0382899
3161.000000000000,0.0344025
3162.000000000000,0.0516833
3163.000000000000,0.0819555
